Subsite_Code,Subsite_Name,Subsite_Type,System,Zone,date_sampled,Sample_No,Measure,Result,Result_Qualifier,Result_Text,Units
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,24/11/2023,9091229,E Coli,4,NULL,4,MPN/100mL
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,24/11/2023,9091222,Total Nitrogen,0.6,NULL,0.6,mg/L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,24/11/2023,9091222,Ammonia - Nitrogen,0.05,<,<0.1,mg N / L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,24/11/2023,9091222,Total Phosphorus,0.025,<,<0.05,mg P / L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,24/11/2023,9091226,Nitrite - Nitrogen,0.005,<,<0.01,mg N / L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,24/11/2023,9091226,Nitrate - Nitrogen,0.005,<,<0.01,mg N / L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,24/11/2023,9091226,Phosphate,0.005,<,<0.01,mg P / L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,24/11/2023,9091227,Colour,50,NULL,50,Pt/Co units
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,24/11/2023,9091228,Site Temp,17.7,NULL,17.7,°C
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,7/12/2023,9157655,Colour,110,NULL,110,Pt/Co units
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,7/12/2023,9157657,Site Temp,16.6,NULL,16.6,°C
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,7/12/2023,9157658,Coliform,1700,NULL,1700,MPN/100mL
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,7/12/2023,9157658,E Coli,130,NULL,130,MPN/100mL
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,7/12/2023,9157651,Ammonia - Nitrogen,0.05,<,<0.1,mg N / L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,7/12/2023,9157653,Turbidity,5,NULL,5,NTU
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,7/12/2023,9157654,Nitrite - Nitrogen,0.005,<,<0.01,mg N / L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,7/12/2023,9157654,Nitrate - Nitrogen,0.02,NULL,0.02,mg N / L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,7/12/2023,9157654,Phosphate,0.005,<,<0.01,mg P / L
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,7/12/2023,9157655,Electrical Conductivity,390,NULL,390,uS/cm
SITE17,Kangaroo Creek at O'Donnells Rd,Catchment,Kyneton,Malmsbury,7/12/2023,9157655,pH,7.5,NULL,7.5,Units
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,4/01/2023,8117355,Site Temp,16.1,NULL,16.1,°C
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,4/01/2023,8117356,Coliform,2400,>,>2400,MPN/100mL
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,4/01/2023,8117356,E Coli,490,NULL,490,MPN/100mL
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,4/01/2023,8117351,Ammonia - Nitrogen,0.1,NULL,0.1,mg N / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,4/01/2023,8117353,Nitrite - Nitrogen,0.005,<,<0.01,mg N / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,4/01/2023,8117353,Nitrate - Nitrogen,0.04,NULL,0.04,mg N / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,4/01/2023,8117353,Phosphate,0.005,<,<0.01,mg P / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,4/01/2023,8117354,Colour,50,NULL,50,Pt/Co units
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,4/01/2023,8117351,Total Nitrogen,0.5,NULL,0.5,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,4/01/2023,8117351,Total Phosphorus,0.025,<,<0.05,mg P / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,4/01/2023,8117352,Turbidity,14,NULL,14,NTU
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,4/01/2023,8117354,Electrical Conductivity,160,NULL,160,uS/cm
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,4/01/2023,8117354,pH,7.9,NULL,7.9,Units
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,20/01/2023,8117850,Silver,0.0005,<,<0.001,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,20/01/2023,8117850,Aluminium,0.41,NULL,0.41,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,20/01/2023,8117850,Arsenic,0.0005,<,<0.001,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,20/01/2023,8117850,Boron,0.01,<,<0.02,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,20/01/2023,8117850,Barium,0.024,NULL,0.024,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,20/01/2023,8117850,Beryllium,0.0005,<,<0.001,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,20/01/2023,8117850,Cadmium,0.0001,<,<0.0002,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,20/01/2023,8117850,Cobalt,0.0005,<,<0.001,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,20/01/2023,8117850,Chromium,0.002,NULL,0.002,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,20/01/2023,8117850,Copper,0.0005,<,<0.001,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,20/01/2023,8117850,Iron,2.1,NULL,2.1,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,20/01/2023,8117850,Mercury,0.00005,<,<0.0001,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,20/01/2023,8117850,Manganese,0.079,NULL,0.079,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,20/01/2023,8117850,Molybdenum,0.0005,<,<0.001,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,20/01/2023,8117850,Nickel,0.002,NULL,0.002,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,20/01/2023,8117850,Lead,0.0005,<,<0.001,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,20/01/2023,8117850,Antimony,0.0005,<,<0.001,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,20/01/2023,8117850,Selenium,0.0005,<,<0.001,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,20/01/2023,8117850,Tin,0.0005,<,<0.001,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,20/01/2023,8117850,Strontium,0.086,NULL,0.086,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,20/01/2023,8117850,Titanium,0.018,NULL,0.018,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,20/01/2023,8117850,Thallium,0.0005,<,<0.001,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,20/01/2023,8117850,Vanadium,0.005,NULL,0.005,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,20/01/2023,8117850,Zinc,0.002,NULL,0.002,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,20/01/2023,8071806,Total DDT,0.00003,NULL,NULL,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,20/01/2023,8071806,MCPA,0.005,<,<0.01,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,20/01/2023,8071806,"2,4-D",0.005,<,<0.01,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,20/01/2023,8117848,Total Nitrogen,0.4,NULL,0.4,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,20/01/2023,8071810,Coliform,2400,>,>2400,MPN/100mL
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,20/01/2023,8071810,E Coli,130,NULL,130,MPN/100mL
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,20/01/2023,8117848,Total Phosphorus,0.11,NULL,0.11,mg P / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,20/01/2023,8071806,NULL,95,NULL,95,%
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,20/01/2023,8071806,Aldrin,0.000005,<,<0.00001,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,20/01/2023,8071806,Total Aldrin Dieldrin,0.00005,<,<0.0001,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,20/01/2023,8071806,Chlordane,0.000005,<,<0.00001,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,20/01/2023,8071806,DDT,0.00003,<,<0.00006,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,20/01/2023,8071806,Dieldrin,0.000005,<,<0.00001,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,20/01/2023,8071806,Heptachlor,0.000025,<,<0.00005,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,20/01/2023,8071806,Heptachlor epoxide,0.000025,<,<0.00005,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,20/01/2023,8071806,Lindane,0.000025,<,<0.00005,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,20/01/2023,8071809,Site Temp,15,NULL,15,°C
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,20/01/2023,8071807,Turbidity,13,NULL,13,NTU
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,20/01/2023,8071808,Colour,40,NULL,40,Pt/Co units
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,20/01/2023,8071808,Electrical Conductivity,210,NULL,210,uS/cm
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,20/01/2023,8071808,pH,7.6,NULL,7.6,Units
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,20/01/2023,8117848,Ammonia - Nitrogen,0.05,<,<0.1,mg N / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,20/01/2023,8117849,Nitrite - Nitrogen,0.005,<,<0.01,mg N / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,20/01/2023,8117849,Nitrate - Nitrogen,0.01,NULL,0.01,mg N / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,20/01/2023,8117849,Phosphate,0.005,<,<0.01,mg P / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,3/02/2023,8132509,Site Temp,12.9,NULL,12.9,°C
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,3/02/2023,8156689,Total Nitrogen,0.5,NULL,0.5,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,3/02/2023,8156689,Total Phosphorus,0.07,NULL,0.07,mg P / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,3/02/2023,8132510,Coliform,2400,>,>2400,MPN/100mL
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,3/02/2023,8132510,E Coli,65,NULL,65,MPN/100mL
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,3/02/2023,8132507,Turbidity,9.1,NULL,9.1,NTU
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,3/02/2023,8132508,Colour,30,NULL,30,Pt/Co units
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,3/02/2023,8132508,Electrical Conductivity,210,NULL,210,uS/cm
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,3/02/2023,8132508,pH,7.4,NULL,7.4,Units
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,3/02/2023,8156689,Ammonia - Nitrogen,0.05,<,<0.1,mg N / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,3/02/2023,8156690,Nitrite - Nitrogen,0.005,<,<0.01,mg N / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,3/02/2023,8156690,Nitrate - Nitrogen,0.005,<,<0.01,mg N / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,3/02/2023,8156690,Phosphate,0.005,<,<0.01,mg P / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,17/02/2023,8150345,Turbidity,9.2,NULL,9.2,NTU
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,17/02/2023,8150347,Electrical Conductivity,230,NULL,230,uS/cm
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,17/02/2023,8150347,pH,7.6,NULL,7.6,Units
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,17/02/2023,8150350,Coliform,2400,>,>2400,MPN/100mL
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,17/02/2023,8150350,E Coli,23,NULL,23,MPN/100mL
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,17/02/2023,8150347,Colour,25,NULL,25,Pt/Co units
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,17/02/2023,8150349,Site Temp,19.1,NULL,19.1,°C
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,17/02/2023,8156741,Total Nitrogen,0.5,NULL,0.5,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,17/02/2023,8156741,Ammonia - Nitrogen,0.05,<,<0.1,mg N / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,17/02/2023,8156741,Total Phosphorus,0.025,<,<0.05,mg P / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,17/02/2023,8156743,Nitrite - Nitrogen,0.005,<,<0.01,mg N / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,17/02/2023,8156743,Nitrate - Nitrogen,0.005,<,<0.01,mg N / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,17/02/2023,8156743,Phosphate,0.005,<,<0.01,mg P / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,2/03/2023,8162921,Turbidity,6.6,NULL,6.6,NTU
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,2/03/2023,8162922,Colour,25,NULL,25,Pt/Co units
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,2/03/2023,8162922,Electrical Conductivity,300,NULL,300,uS/cm
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,2/03/2023,8162922,pH,7.7,NULL,7.7,Units
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,2/03/2023,8162924,Site Temp,17.6,NULL,17.6,°C
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,2/03/2023,8162927,Coliform,2400,>,>2400,MPN/100mL
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,2/03/2023,8162927,E Coli,96,NULL,96,MPN/100mL
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,2/03/2023,8268437,Nitrite - Nitrogen,0.005,<,<0.01,mg N / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,2/03/2023,8268437,Nitrate - Nitrogen,0.005,<,<0.01,mg N / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,2/03/2023,8268437,Phosphate,0.005,<,<0.01,mg P / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,2/03/2023,8268436,Total Nitrogen,0.5,NULL,0.5,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,2/03/2023,8268436,Ammonia - Nitrogen,0.05,<,<0.1,mg N / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,2/03/2023,8268436,Total Phosphorus,0.06,NULL,0.06,mg P / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,17/03/2023,8209913,Colour,35,NULL,35,Pt/Co units
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,17/03/2023,8209913,Electrical Conductivity,300,NULL,300,uS/cm
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,17/03/2023,8209913,pH,7.4,NULL,7.4,Units
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,17/03/2023,8209916,Coliform,2400,>,>2400,MPN/100mL
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,17/03/2023,8209916,E Coli,110,NULL,110,MPN/100mL
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,17/03/2023,8268462,Total Phosphorus,0.09,NULL,0.09,mg P / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,17/03/2023,8209912,Turbidity,13,NULL,13,NTU
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,17/03/2023,8268462,Ammonia - Nitrogen,0.05,<,<0.1,mg N / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,17/03/2023,8268463,Nitrite - Nitrogen,0.005,<,<0.01,mg N / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,17/03/2023,8268463,Nitrate - Nitrogen,0.005,<,<0.01,mg N / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,17/03/2023,8268463,Phosphate,0.005,<,<0.01,mg P / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,17/03/2023,8209914,Site Temp,0,NULL,0,°C
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,17/03/2023,8268462,Total Nitrogen,0.5,NULL,0.5,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,30/03/2023,8268486,Total Nitrogen,0.5,NULL,0.5,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,30/03/2023,8254144,Site Temp,14.5,NULL,14.5,°C
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,30/03/2023,8254143,Colour,40,NULL,40,Pt/Co units
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,30/03/2023,8254145,Coliform,2400,>,>2400,MPN/100mL
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,30/03/2023,8254145,E Coli,310,NULL,310,MPN/100mL
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,30/03/2023,8268486,Ammonia - Nitrogen,0.05,<,<0.1,mg N / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,30/03/2023,8268486,Total Phosphorus,0.08,NULL,0.08,mg P / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,30/03/2023,8268487,Nitrite - Nitrogen,0.005,<,<0.01,mg N / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,30/03/2023,8268487,Nitrate - Nitrogen,0.005,<,<0.01,mg N / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,30/03/2023,8268487,Phosphate,0.005,<,<0.01,mg P / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,30/03/2023,8254142,Turbidity,13,NULL,13,NTU
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,30/03/2023,8254143,Electrical Conductivity,270,NULL,270,uS/cm
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,30/03/2023,8254143,pH,7.5,NULL,7.5,Units
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,12/04/2023,8309247,Total DDT,0.00003,NULL,NULL,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,12/04/2023,8309250,Site Temp,12,NULL,12,°C
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,12/04/2023,8309251,Coliform,2400,>,>2400,MPN/100mL
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,12/04/2023,8309251,E Coli,820,NULL,820,MPN/100mL
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,12/04/2023,8309249,Colour,50,NULL,50,Pt/Co units
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,12/04/2023,8410283,Ammonia - Nitrogen,0.05,<,<0.1,mg N / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,12/04/2023,8410284,Nitrite - Nitrogen,0.005,<,<0.01,mg N / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,12/04/2023,8410284,Nitrate - Nitrogen,0.005,<,<0.01,mg N / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,12/04/2023,8410284,Phosphate,0.005,<,<0.01,mg P / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,12/04/2023,8309247,NULL,124,NULL,124,%
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,12/04/2023,8309247,Aldrin,0.000005,<,<0.00001,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,12/04/2023,8309247,Total Aldrin Dieldrin,0.00005,<,<0.0001,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,12/04/2023,8309247,Chlordane,0.000005,<,<0.00001,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,12/04/2023,8309247,DDT,0.00003,<,<0.00006,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,12/04/2023,8309247,Dieldrin,0.000005,<,<0.00001,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,12/04/2023,8309247,Heptachlor,0.000025,<,<0.00005,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,12/04/2023,8309247,Heptachlor epoxide,0.000025,<,<0.00005,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,12/04/2023,8309247,Lindane,0.000025,<,<0.00005,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,12/04/2023,8309248,Turbidity,8,NULL,8,NTU
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,12/04/2023,8309249,Electrical Conductivity,220,NULL,220,uS/cm
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,12/04/2023,8309249,pH,7.3,NULL,7.3,Units
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,12/04/2023,8410283,Total Nitrogen,0.6,NULL,0.6,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,12/04/2023,8410283,Total Phosphorus,0.07,NULL,0.07,mg P / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,12/04/2023,8309247,MCPA,0.005,<,<0.01,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,12/04/2023,8309247,"2,4-D",0.005,<,<0.01,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,12/04/2023,8410293,Silver,0.0005,<,<0.001,mg/L
